Course code,Teacher Id,Hours
I-1045,19790717-0045,130.0
I-1046,19600814-0002,264.0
I-1046,19750906-0032,103.0
I-1046,19900520-0063,125.0
I-1047,19620831-0024,269.0
I-1047,19750122-0056,135.0
I-1047,19921201-0094,104.0
I-1048,19620831-0024,274.0
I-1048,19790426-0049,110.0
I-1049,19601021-0018,237.0
I-1049,19750122-0056,147.0
I-1049,19900124-0064,120.0
I-1050,19690513-0015,222.0
I-1050,19780424-0057,130.0
I-1050,19930414-0106,101.0
I-1051,19560612-0010,268.0
I-1051,19790618-0048,102.0
I-1052,19580218-0007,274.0
I-1052,19781125-0031,136.0
I-1053,19560812-0016,297.0
I-1053,19781130-0054,92.0
I-1053,19900426-0089,154.0
I-1054,19610918-0027,300.0
I-1054,19790702-0038,120.0
I-1054,19900307-0105,158.0
I-1055,19690917-0022,295.0
I-1055,19790717-0045,98.0
I-1055,19930228-0086,101.0
I-1056,19600814-0002,224.0
I-1056,19761024-0034,103.0
I-1056,19930616-0127,99.0
I-1057,19560812-0016,224.0
I-1057,19750102-0059,156.0
I-1058,19610620-0006,257.0
I-1058,19750417-0051,116.0
I-1059,19560812-0016,275.0
I-1059,19781217-0053,118.0
I-1059,19931231-0099,103.0
I-1060,19610620-0006,233.0
I-1060,19750705-0033,104.0
I-1061,19660630-0020,270.0
I-1061,19750512-0043,107.0
I-1061,19910206-0081,151.0
I-1062,19690917-0022,245.0
I-1062,19761009-0055,109.0
I-1062,19931118-0062,83.0
I-1063,19620522-0023,254.0
I-1063,19750122-0056,105.0
I-1063,19930919-0137,115.0
I-1064,19580218-0007,280.0
I-1064,19781217-0053,157.0
I-1065,19580218-0007,245.0
I-1065,19770224-0058,111.0
I-1066,19680712-0028,255.0
I-1066,19790717-0045,119.0
I-1066,19901219-0125,129.0
I-1067,19570828-0008,248.0
I-1067,19750102-0059,106.0
I-1067,19920316-0107,93.0
I-1068,19560812-0016,233.0
I-1068,19770224-0058,119.0
I-1069,19570826-0012,243.0
I-1069,19790702-0038,160.0
I-1069,19910101-0133,92.0
I-1070,19560812-0016,264.0
I-1070,19790708-0041,113.0
I-1070,19921218-0101,137.0
I-1071,19601021-0018,290.0
I-1071,19760108-0050,111.0
I-1071,19921208-0097,111.0
I-1072,19570828-0008,284.0
I-1072,19781125-0031,124.0
I-1072,19921123-0108,98.0
I-1073,19690513-0015,240.0
I-1073,19750512-0043,80.0
I-1073,19900119-0104,107.0
I-1074,19611219-0014,274.0
I-1074,19760524-0046,127.0
I-1074,19931231-0099,127.0
I-1075,19610620-0006,259.0
I-1075,19761009-0055,87.0
I-1075,19930221-0139,132.0
I-1076,19570826-0012,257.0
I-1076,19761009-0055,102.0
I-1077,19570826-0012,282.0
I-1077,19761009-0055,125.0
I-1077,19900902-0090,128.0
I-1078,19570615-0011,278.0
I-1078,19790618-0048,80.0
I-1078,19900511-0134,148.0
I-1079,19570826-0012,236.0
I-1079,19750122-0056,101.0
I-1080,19560612-0010,260.0
I-1080,19790717-0045,148.0
I-1080,19900520-0063,95.0
I-1081,19610620-0006,253.0
I-1081,19781130-0054,137.0
I-1082,19570828-0008,279.0
I-1082,19761024-0034,105.0
I-1082,19900511-0134,110.0
I-1083,19630126-0001,280.0
I-1083,19760524-0046,106.0
I-1084,19610623-0005,221.0
I-1084,19780317-0052,122.0
I-1085,19650303-0019,227.0
I-1085,19760108-0050,142.0
I-1085,19920602-0073,160.0
I-1086,19690513-0015,287.0
I-1086,19790618-0048,122.0
I-1087,19560705-0025,231.0
I-1087,19790426-0049,130.0
I-1088,19610623-0005,248.0
I-1088,19750705-0033,115.0
I-1089,19590129-0004,240.0
I-1089,19790702-0038,134.0
I-1089,19900619-0076,120.0
I-1090,19660630-0020,275.0
I-1090,19750722-0060,132.0
I-1090,19901002-0085,82.0
I-1091,19610623-0005,294.0
I-1091,19770713-0042,142.0
I-1091,19920320-0121,129.0
I-1092,19610620-0006,241.0
I-1092,19750906-0032,122.0
I-1092,19920917-0109,134.0
I-1093,19680712-0028,251.0
I-1093,19761009-0055,102.0
I-1093,19920320-0121,87.0
I-1094,19601021-0018,262.0
I-1094,19761024-0034,115.0
I-1095,19611219-0014,248.0
I-1095,19750122-0056,133.0
I-1095,19910421-0067,95.0
I-1096,19620831-0024,245.0
I-1096,19750512-0043,114.0
I-1096,19901029-0071,116.0
I-1097,19640414-0013,271.0
I-1097,19781125-0031,137.0
I-1097,19911116-0069,125.0
I-1098,19570828-0008,227.0
I-1098,19761020-0044,126.0
I-1099,19660630-0020,247.0
I-1099,19750705-0033,114.0
I-1099,19900124-0064,119.0
I-1100,19570826-0012,298.0
I-1100,19750102-0059,144.0
I-1101,19620424-0026,296.0
I-1101,19761024-0034,107.0
I-1102,19570826-0012,257.0
I-1102,19750722-0060,131.0
I-1103,19580218-0007,248.0
I-1103,19770713-0042,133.0
I-1104,19620522-0023,250.0
I-1104,19780815-0047,122.0
I-1104,19900124-0064,112.0
I-1105,19561222-0030,243.0
I-1105,19790717-0045,92.0
I-1105,19900619-0076,111.0
I-1106,19570828-0008,260.0
I-1106,19780424-0057,120.0
I-1107,19630126-0001,242.0
I-1107,19761024-0034,105.0
I-1108,19620831-0024,222.0
I-1108,19750705-0033,127.0
I-1109,19590129-0004,270.0
I-1109,19781125-0031,122.0
I-1110,19660630-0020,300.0
I-1110,19780317-0052,113.0
I-1110,19900723-0126,93.0
I-1111,19561222-0030,262.0
I-1111,19771013-0040,103.0
I-1111,19910817-0092,109.0
I-1112,19610620-0006,292.0
I-1112,19790426-0049,124.0
I-1112,19920505-0115,159.0
I-1113,19580218-0007,296.0
I-1113,19750331-0036,108.0
I-1113,19911025-0091,102.0
I-1114,19570615-0011,299.0
I-1114,19781217-0053,107.0
I-1114,19910921-0136,135.0
I-1115,19570615-0011,298.0
I-1115,19790708-0041,131.0
I-1115,19900211-0140,111.0
I-1116,19570826-0012,241.0
I-1116,19781130-0054,140.0
I-1116,19901029-0071,120.0
I-1117,19680712-0028,280.0
I-1117,19781125-0031,159.0
I-1118,19650303-0019,243.0
I-1118,19790426-0049,106.0
I-1118,19900801-0130,106.0
I-1119,19570828-0008,257.0
I-1119,19750417-0051,125.0
I-1119,19910817-0092,80.0
I-1120,19630126-0001,245.0
I-1120,19750417-0051,97.0
I-1121,19630126-0001,272.0
I-1121,19750906-0032,158.0
I-1121,19910214-0084,133.0
I-1122,19610918-0027,295.0
I-1122,19781217-0053,137.0
I-1123,19601021-0018,284.0
I-1123,19750906-0032,115.0
I-1124,19570826-0012,238.0
I-1124,19780815-0047,152.0
I-1125,19640414-0013,255.0
I-1125,19790702-0038,102.0
I-1126,19580515-0017,285.0
I-1126,19790618-0048,120.0
I-1127,19610918-0027,230.0
I-1127,19750705-0033,101.0
I-1128,19640414-0013,231.0
I-1128,19750122-0056,116.0
I-1129,19690917-0022,243.0
I-1129,19750705-0033,135.0
I-1129,19900616-0124,117.0
I-1130,19590129-0004,240.0
I-1130,19750220-0037,147.0
I-1131,19600905-0003,246.0
I-1131,19771013-0040,97.0
I-1132,19610918-0027,251.0
I-1132,19790702-0038,138.0
I-1133,19600814-0002,271.0
I-1133,19780602-0035,137.0
I-1133,19910820-0078,134.0
I-1134,19610918-0027,240.0
I-1134,19790426-0049,93.0
I-1134,19910817-0092,93.0
I-1135,19560705-0025,227.0
I-1135,19770713-0042,111.0
I-1136,19680712-0028,270.0
I-1136,19781130-0054,84.0
I-1136,19910404-0102,111.0
I-1137,19611219-0014,286.0
I-1137,19750906-0032,115.0
I-1138,19570826-0012,286.0
I-1138,19750417-0051,83.0
I-1139,19640220-0029,265.0
I-1139,19750705-0033,120.0
I-1139,19910421-0067,96.0
I-1140,19590129-0004,288.0
I-1140,19761009-0055,135.0
I-1141,19560812-0016,244.0
I-1141,19790618-0048,101.0
I-1142,19570828-0008,232.0
I-1142,19760524-0046,156.0
I-1143,19561222-0030,263.0
I-1143,19751018-0039,136.0
I-1143,19910206-0081,94.0
I-1144,19570826-0012,279.0
I-1144,19750417-0051,114.0
I-1145,19611219-0014,260.0
I-1145,19760108-0050,104.0
I-1145,19920602-0073,147.0
I-1146,19600905-0003,269.0
I-1146,19781130-0054,132.0
I-1147,19620831-0024,268.0
I-1147,19790618-0048,107.0
I-1147,19901029-0071,107.0
I-1148,19611219-0014,256.0
I-1148,19770713-0042,114.0
I-1148,19910822-0122,97.0
I-1149,19611219-0014,270.0
I-1149,19781217-0053,130.0
I-1150,19570826-0012,291.0
I-1150,19790426-0049,133.0
I-1151,19690917-0022,253.0
I-1151,19781130-0054,123.0
I-1151,19920504-0093,100.0
I-1152,19600814-0002,248.0
I-1152,19790426-0049,119.0
I-1153,19640220-0029,232.0
I-1153,19751018-0039,120.0
I-1153,19900801-0130,94.0
I-1154,19570828-0008,263.0
I-1154,19780317-0052,112.0
I-1154,19900211-0140,132.0
I-1155,19690408-0009,294.0
I-1155,19780815-0047,96.0
I-1155,19911116-0069,148.0
I-1156,19690917-0022,300.0
I-1156,19761009-0055,98.0
I-1157,19601021-0018,242.0
I-1157,19790618-0048,138.0
I-1157,19930512-0117,101.0
I-1158,19600814-0002,239.0
I-1158,19790618-0048,118.0
I-1158,19900211-0140,144.0
I-1159,19560812-0016,240.0
I-1159,19781125-0031,110.0
I-1159,19910404-0102,91.0
I-1160,19640220-0029,288.0
I-1160,19750722-0060,116.0
I-1161,19630126-0001,248.0
I-1161,19750906-0032,106.0
I-1162,19690408-0009,242.0
I-1162,19761020-0044,103.0
I-1163,19570826-0012,270.0
I-1163,19750417-0051,136.0
I-1163,19920320-0121,158.0
I-1164,19560812-0016,300.0
I-1164,19781130-0054,129.0
I-1165,19600529-0021,300.0
I-1165,19780317-0052,157.0
I-1166,19610918-0027,282.0
I-1166,19780317-0052,85.0
I-1166,19921123-0108,140.0
I-1167,19611219-0014,256.0
I-1167,19750906-0032,100.0
I-1167,19921002-0129,154.0
I-1168,19561222-0030,249.0
I-1168,19761020-0044,136.0
I-1169,19680712-0028,276.0
I-1169,19790717-0045,97.0
I-1170,19570826-0012,231.0
I-1170,19761024-0034,106.0
I-1170,19910921-0136,125.0
I-1171,19560812-0016,224.0
I-1171,19790717-0045,128.0
I-1172,19610623-0005,281.0
I-1172,19781125-0031,107.0
I-1173,19570828-0008,251.0
I-1173,19750122-0056,138.0
I-1174,19570826-0012,254.0
I-1174,19780317-0052,107.0
I-1175,19640414-0013,266.0
I-1175,19790717-0045,122.0
I-1176,19570615-0011,267.0
I-1176,19780317-0052,109.0
I-1176,19930228-0086,104.0
I-1177,19570826-0012,245.0
I-1177,19780815-0047,138.0
I-1178,19600814-0002,243.0
I-1178,19750705-0033,90.0
I-1179,19580515-0017,273.0
I-1179,19760524-0046,113.0
I-1180,19600814-0002,278.0
I-1180,19750122-0056,134.0
I-1180,19931118-0062,84.0
I-1181,19601021-0018,224.0
I-1181,19780602-0035,114.0
I-1181,19900317-0083,132.0
I-1182,19600905-0003,268.0
I-1182,19770224-0058,126.0
I-1183,19560812-0016,265.0
I-1183,19781217-0053,100.0
I-1184,19660630-0020,282.0
I-1184,19751018-0039,121.0
I-1185,19560705-0025,275.0
I-1185,19781130-0054,144.0
I-1185,19900201-0074,125.0
I-1186,19640414-0013,264.0
I-1186,19750512-0043,120.0
I-1187,19570826-0012,257.0
I-1187,19761009-0055,107.0
I-1188,19611219-0014,279.0
I-1188,19761009-0055,105.0
I-1189,19590129-0004,223.0
I-1189,19750722-0060,111.0
I-1189,19901219-0125,81.0
I-1190,19560612-0010,238.0
I-1190,19760524-0046,112.0
I-1191,19570615-0011,276.0
I-1191,19780602-0035,136.0
I-1191,19930228-0086,82.0
I-1192,19580515-0017,237.0
I-1192,19790702-0038,156.0
I-1193,19580515-0017,259.0
I-1193,19750906-0032,113.0
I-1193,19900201-0074,117.0
I-1194,19680712-0028,247.0
I-1194,19760108-0050,124.0
I-1194,19910921-0136,133.0
I-1195,19600814-0002,254.0
I-1195,19750220-0037,115.0
I-1195,19910822-0122,139.0
I-1196,19640220-0029,243.0
I-1196,19781130-0054,115.0
I-1196,19920122-0065,89.0
I-1197,19640220-0029,253.0
I-1197,19750102-0059,127.0
I-1198,19610620-0006,247.0
I-1198,19770224-0058,100.0
I-1198,19900124-0064,96.0
I-1199,19610918-0027,242.0
I-1199,19750102-0059,103.0
I-1200,19690408-0009,241.0
I-1200,19790717-0045,153.0
I-1201,19680712-0028,291.0
I-1201,19780424-0057,103.0
I-1202,19560705-0025,270.0
I-1202,19790708-0041,134.0
I-1203,19680712-0028,221.0
I-1203,19780815-0047,124.0
I-1204,19590129-0004,271.0
I-1204,19770224-0058,91.0
I-1205,19600814-0002,221.0
I-1205,19760108-0050,121.0
I-1206,19561222-0030,260.0
I-1206,19781130-0054,123.0
I-1206,19920316-0107,91.0
I-1207,19660630-0020,275.0
I-1207,19781217-0053,107.0
I-1207,19920504-0093,132.0
I-1208,19560812-0016,284.0
I-1208,19781125-0031,147.0
I-1209,19610623-0005,245.0
I-1209,19790618-0048,91.0
I-1210,19611219-0014,296.0
I-1210,19761024-0034,93.0
I-1210,19920504-0093,96.0
I-1211,19580218-0007,274.0
I-1211,19750512-0043,87.0
I-1211,19930906-0110,132.0
I-1212,19570826-0012,257.0
I-1212,19750906-0032,157.0
I-1212,19900119-0104,106.0
I-1213,19570615-0011,264.0
I-1213,19770713-0042,85.0
I-1214,19680712-0028,271.0
I-1214,19790702-0038,126.0
I-1214,19931212-0079,119.0
I-1215,19570826-0012,225.0
I-1215,19750331-0036,126.0
I-1215,19900902-0090,141.0
I-1216,19640220-0029,284.0
I-1216,19750102-0059,112.0
I-1217,19630126-0001,237.0
I-1217,19771013-0040,121.0
I-1218,19690513-0015,259.0
I-1218,19761024-0034,121.0
I-1219,19640414-0013,286.0
I-1219,19750512-0043,132.0
I-1220,19600529-0021,259.0
I-1220,19761009-0055,149.0
I-1220,19900701-0138,80.0
I-1221,19630126-0001,250.0
I-1221,19750705-0033,85.0
I-1222,19640220-0029,263.0
I-1222,19780815-0047,113.0
I-1222,19920826-0088,95.0
I-1223,19640414-0013,270.0
I-1223,19760108-0050,118.0
I-1223,19930829-0082,125.0
I-1224,19580515-0017,262.0
I-1224,19760524-0046,135.0
I-1225,19680712-0028,267.0
I-1225,19780424-0057,102.0
I-1226,19690917-0022,255.0
I-1226,19761024-0034,122.0
I-1227,19680712-0028,284.0
I-1227,19781217-0053,110.0
I-1227,19910327-0096,102.0
I-1228,19560705-0025,275.0
I-1228,19761020-0044,152.0
I-1229,19660630-0020,278.0
I-1229,19790717-0045,132.0
I-1230,19600905-0003,254.0
I-1230,19780317-0052,100.0
I-1230,19900119-0104,126.0
I-1231,19620522-0023,224.0
I-1231,19750906-0032,124.0
I-1232,19620522-0023,288.0
I-1232,19750331-0036,90.0
I-1233,19561222-0030,262.0
I-1233,19760524-0046,129.0
I-1233,19920316-0107,143.0
I-1234,19610620-0006,274.0
I-1234,19781217-0053,111.0
I-1234,19920917-0109,93.0
I-1235,19630126-0001,286.0
I-1235,19790708-0041,152.0
I-1235,19930326-0132,129.0
I-1236,19580515-0017,298.0
I-1236,19790708-0041,107.0
I-1236,19910822-0122,140.0
I-1237,19570826-0012,260.0
I-1237,19770713-0042,118.0
I-1237,19930709-0100,119.0
I-1238,19580515-0017,280.0
I-1238,19770713-0042,156.0
I-1238,19900307-0105,104.0
I-1239,19590129-0004,221.0
I-1239,19781125-0031,139.0
I-1239,19900818-0116,156.0
I-1240,19600529-0021,287.0
I-1240,19770224-0058,129.0
I-1241,19610918-0027,277.0
I-1241,19781217-0053,107.0
I-1242,19690408-0009,280.0
I-1242,19750331-0036,127.0
I-1243,19600814-0002,266.0
I-1243,19750705-0033,106.0
I-1243,19930414-0106,108.0
I-1244,19590129-0004,275.0
I-1244,19780602-0035,117.0
I-1244,19900616-0124,93.0
I-1245,19611219-0014,220.0
I-1245,19760524-0046,114.0
I-1246,19630126-0001,261.0
I-1246,19761024-0034,116.0
I-1246,19930221-0139,81.0
I-1247,19620424-0026,244.0
I-1247,19790708-0041,95.0
I-1248,19600905-0003,277.0
I-1248,19781125-0031,112.0
I-1249,19561222-0030,272.0
I-1249,19780424-0057,139.0
I-1249,19900701-0113,132.0
I-1250,19560812-0016,287.0
I-1250,19780317-0052,85.0
I-1250,19911116-0069,129.0
I-1251,19610623-0005,279.0
I-1251,19750722-0060,139.0
I-1251,19900307-0105,130.0
I-1252,19690513-0015,255.0
I-1252,19790708-0041,97.0
I-1252,19900307-0105,128.0
I-1253,19620424-0026,253.0
I-1253,19790717-0045,115.0
I-1254,19601021-0018,245.0
I-1254,19750102-0059,131.0
I-1254,19920828-0070,129.0
I-1255,19640414-0013,247.0
I-1255,19751018-0039,83.0
I-1255,19910822-0122,102.0
I-1256,19570615-0011,241.0
I-1256,19790618-0048,110.0
I-1257,19660630-0020,278.0
I-1257,19750331-0036,96.0
I-1258,19600905-0003,240.0
I-1258,19781217-0053,158.0
I-1259,19620424-0026,278.0
I-1259,19751018-0039,101.0
I-1259,19910820-0078,127.0
I-1260,19560612-0010,259.0
I-1260,19750417-0051,107.0
I-1260,19930512-0117,122.0
I-1261,19601021-0018,259.0
I-1261,19780602-0035,86.0
I-1262,19630126-0001,261.0
I-1262,19790708-0041,109.0
I-1263,19640220-0029,279.0
I-1263,19761009-0055,93.0
I-1263,19931118-0062,128.0
I-1264,19680712-0028,278.0
I-1264,19780602-0035,93.0
I-1264,19930228-0086,117.0
I-1265,19600905-0003,252.0
I-1265,19750122-0056,116.0
I-1265,19910921-0136,87.0
I-1266,19620424-0026,248.0
I-1266,19781217-0053,140.0
I-1267,19560612-0010,295.0
I-1267,19750331-0036,117.0
I-1268,19620522-0023,274.0
I-1268,19750705-0033,83.0
I-1269,19560812-0016,254.0
I-1269,19761024-0034,134.0
I-1270,19570615-0011,253.0
I-1270,19780602-0035,118.0
I-1270,19910514-0068,113.0
I-1271,19570828-0008,243.0
I-1271,19750722-0060,103.0
I-1271,19910404-0102,120.0
I-1272,19560705-0025,265.0
I-1272,19750512-0043,128.0
I-1273,19660630-0020,295.0
I-1273,19761024-0034,114.0
I-1274,19601021-0018,252.0
I-1274,19780317-0052,101.0
I-1275,19600529-0021,258.0
I-1275,19751018-0039,118.0
I-1275,19921201-0094,138.0
I-1276,19640414-0013,258.0
I-1276,19750102-0059,111.0
I-1276,19931212-0079,147.0
I-1277,19560705-0025,288.0
I-1277,19751018-0039,103.0
I-1278,19560612-0010,246.0
I-1278,19780317-0052,157.0
I-1279,19560812-0016,270.0
I-1279,19761024-0034,136.0
I-1279,19921208-0097,115.0
I-1280,19610620-0006,243.0
I-1280,19790708-0041,136.0
I-1281,19620424-0026,281.0
I-1281,19760108-0050,135.0
I-1282,19560812-0016,263.0
I-1282,19770713-0042,108.0
I-1282,19920505-0115,104.0
I-1283,19570828-0008,260.0
I-1283,19750705-0033,129.0
I-1284,19600905-0003,250.0
I-1284,19750122-0056,131.0
I-1285,19610918-0027,273.0
I-1285,19750722-0060,99.0
I-1285,19900701-0113,139.0
I-1286,19580515-0017,264.0
I-1286,19751018-0039,119.0
I-1287,19620831-0024,226.0
I-1287,19761020-0044,134.0
I-1288,19560705-0025,279.0
I-1288,19761024-0034,142.0
I-1289,19560812-0016,260.0
I-1289,19750512-0043,90.0
I-1290,19570828-0008,261.0
I-1290,19751018-0039,138.0
I-1290,19920602-0073,132.0
I-1291,19590129-0004,265.0
I-1291,19790702-0038,131.0
I-1292,19611219-0014,277.0
I-1292,19781125-0031,111.0
I-1292,19910817-0092,87.0
I-1293,19690513-0015,259.0
I-1293,19761009-0055,105.0
I-1294,19620831-0024,263.0
I-1294,19750102-0059,107.0
I-1294,19900201-0074,148.0
I-1295,19610620-0006,246.0
I-1295,19790717-0045,114.0
I-1296,19630126-0001,247.0
I-1296,19761009-0055,140.0
I-1296,19900818-0116,103.0
I-1297,19560812-0016,238.0
I-1297,19771013-0040,140.0
I-1298,19610620-0006,278.0
I-1298,19760108-0050,145.0
I-1298,19910403-0131,149.0
I-1299,19600814-0002,274.0
I-1299,19770713-0042,137.0
I-1299,19920826-0088,116.0
I-1300,19610918-0027,242.0
I-1300,19780317-0052,127.0
I-1301,19610620-0006,249.0
I-1301,19780317-0052,121.0
I-1301,19901011-0119,145.0
I-1302,19570615-0011,246.0
I-1302,19780317-0052,152.0
I-1302,19900201-0074,127.0
I-1303,19640220-0029,289.0
I-1303,19750102-0059,152.0
I-1304,19650303-0019,271.0
I-1304,19751018-0039,146.0
I-1305,19690917-0022,236.0
I-1305,19761020-0044,130.0
I-1305,19920828-0070,154.0
I-1306,19560812-0016,241.0
I-1306,19780602-0035,137.0
I-1306,19921123-0108,145.0
I-1307,19690408-0009,255.0
I-1307,19750705-0033,150.0
I-1307,19930616-0127,122.0
I-1308,19690408-0009,277.0
I-1308,19771013-0040,113.0
I-1308,19910122-0077,139.0
I-1309,19640414-0013,265.0
I-1309,19750220-0037,140.0
I-1309,19931226-0118,133.0
I-1310,19610623-0005,266.0
I-1310,19750122-0056,137.0
I-1310,19910927-0128,108.0
I-1311,19630126-0001,272.0
I-1311,19790717-0045,109.0
I-1311,19930919-0137,140.0
I-1312,19600529-0021,271.0
I-1312,19790618-0048,160.0
I-1312,19931118-0062,120.0
I-1313,19610620-0006,229.0
I-1313,19790618-0048,108.0
I-1313,19900201-0074,91.0
I-1314,19640220-0029,291.0
I-1314,19780602-0035,152.0
I-1314,19910101-0133,92.0
I-1315,19690917-0022,251.0
I-1315,19780602-0035,136.0
I-1316,19560612-0010,250.0
I-1316,19750220-0037,117.0
I-1316,19901108-0087,129.0
I-1317,19560705-0025,233.0
I-1317,19760108-0050,121.0
I-1317,19920217-0098,92.0
I-1318,19610623-0005,266.0
I-1318,19790708-0041,113.0
I-1318,19900124-0064,89.0
I-1319,19611219-0014,292.0
I-1319,19770224-0058,87.0
I-1320,19610918-0027,242.0
I-1320,19771013-0040,93.0
I-1320,19900616-0124,129.0
I-1321,19570615-0011,291.0
I-1321,19761009-0055,109.0
I-1322,19601021-0018,257.0
I-1322,19771013-0040,139.0
I-1322,19930616-0127,126.0
I-1323,19620522-0023,291.0
I-1323,19750122-0056,110.0
I-1324,19620831-0024,229.0
I-1324,19750122-0056,124.0
I-1325,19630126-0001,261.0
I-1325,19770224-0058,98.0
I-1326,19601021-0018,254.0
I-1326,19750220-0037,143.0
I-1326,19910921-0136,106.0
I-1327,19600814-0002,227.0
I-1327,19771013-0040,124.0
I-1327,19930616-0127,152.0
I-1328,19610918-0027,257.0
I-1328,19790426-0049,142.0
I-1328,19930709-0100,125.0
I-1329,19620522-0023,268.0
I-1329,19771013-0040,108.0
I-1330,19640220-0029,221.0
I-1330,19750722-0060,102.0
I-1330,19930414-0106,114.0
I-1331,19560812-0016,265.0
I-1331,19770713-0042,104.0
I-1332,19620522-0023,280.0
I-1332,19781217-0053,126.0
I-1332,19910927-0128,139.0
I-1333,19610620-0006,232.0
I-1333,19750220-0037,137.0
I-1334,19640414-0013,235.0
I-1334,19780602-0035,107.0
I-1335,19690408-0009,252.0
I-1335,19750102-0059,104.0
I-1335,19901219-0125,128.0
I-1336,19690917-0022,228.0
I-1336,19761009-0055,154.0
I-1336,19931226-0118,114.0
I-1337,19561222-0030,255.0
I-1337,19770713-0042,88.0
I-1337,19910206-0081,108.0
I-1338,19690513-0015,224.0
I-1338,19781125-0031,159.0
I-1338,19900321-0080,133.0
I-1339,19570828-0008,278.0
I-1339,19781125-0031,135.0
I-1339,19901002-0085,100.0
I-1340,19630126-0001,242.0
I-1340,19771013-0040,108.0
I-1340,19901002-0085,90.0
I-1341,19660630-0020,275.0
I-1341,19790708-0041,110.0
I-1341,19930709-0100,158.0
I-1342,19690513-0015,253.0
I-1342,19781217-0053,128.0
I-1343,19610623-0005,246.0
I-1343,19780424-0057,147.0
I-1344,19610620-0006,274.0
I-1344,19790618-0048,104.0
I-1345,19580218-0007,283.0
I-1345,19760524-0046,121.0
I-1345,19910327-0096,84.0
I-1346,19610918-0027,233.0
I-1346,19781125-0031,92.0
I-1346,19931203-0066,105.0
I-1347,19611219-0014,298.0
I-1347,19750722-0060,134.0
I-1347,19900211-0140,86.0
I-1348,19680712-0028,234.0
I-1348,19790717-0045,102.0
I-1348,19920217-0098,123.0
I-1349,19690408-0009,227.0
I-1349,19761024-0034,118.0
I-1349,19920602-0073,109.0
I-1350,19640414-0013,240.0
I-1350,19780424-0057,139.0
I-1351,19570828-0008,282.0
I-1351,19780317-0052,117.0
I-1352,19660630-0020,242.0
I-1352,19770224-0058,90.0
I-1352,19910327-0096,124.0
I-1353,19580515-0017,254.0
I-1353,19781130-0054,100.0
I-1353,19910327-0096,123.0
I-1354,19611219-0014,247.0
I-1354,19761009-0055,84.0
I-1354,19931203-0066,144.0
I-1355,19601021-0018,255.0
I-1355,19750705-0033,111.0
I-1356,19580515-0017,279.0
I-1356,19761024-0034,113.0
I-1357,19610620-0006,235.0
I-1357,19760524-0046,153.0
I-1358,19610623-0005,240.0
I-1358,19790708-0041,133.0
I-1358,19911116-0069,110.0
I-1359,19560812-0016,260.0
I-1359,19750220-0037,116.0
I-1360,19600529-0021,248.0
I-1360,19781217-0053,100.0
I-1361,19600814-0002,285.0
I-1361,19790702-0038,86.0
I-1362,19650303-0019,252.0
I-1362,19761020-0044,99.0
I-1362,19921201-0094,80.0
I-1363,19610918-0027,228.0
I-1363,19750331-0036,114.0
I-1363,19910403-0103,121.0
I-1364,19690917-0022,299.0
I-1364,19750512-0043,96.0
I-1365,19620831-0024,280.0
I-1365,19750220-0037,135.0
I-1366,19600814-0002,275.0
I-1366,19751018-0039,90.0
I-1367,19610918-0027,228.0
I-1367,19790717-0045,125.0
I-1367,19900119-0104,118.0
I-1368,19690513-0015,230.0
I-1368,19750722-0060,114.0
I-1368,19901108-0087,139.0
I-1369,19640414-0013,246.0
I-1369,19750122-0056,112.0
I-1370,19690917-0022,253.0
I-1370,19771013-0040,121.0
I-1370,19900818-0116,114.0
I-1371,19570615-0011,227.0
I-1371,19750705-0033,87.0
I-1371,19921201-0094,136.0
I-1372,19650303-0019,223.0
I-1372,19750705-0033,100.0
I-1372,19900902-0114,111.0
I-1373,19590129-0004,248.0
I-1373,19750102-0059,132.0
I-1374,19560612-0010,279.0
I-1374,19750722-0060,118.0
I-1375,19660630-0020,257.0
I-1375,19770224-0058,152.0
I-1375,19921218-0101,95.0
I-1376,19561222-0030,276.0
I-1376,19750705-0033,101.0
I-1377,19600905-0003,259.0
I-1377,19761020-0044,126.0
I-1377,19910514-0068,128.0
I-1378,19590129-0004,298.0
I-1378,19780424-0057,139.0
I-1378,19900124-0064,137.0
I-1379,19620424-0026,262.0
I-1379,19750906-0032,135.0
I-1380,19660630-0020,274.0
I-1380,19790708-0041,103.0
I-1381,19570828-0008,279.0
I-1381,19780424-0057,107.0
I-1381,19910514-0068,103.0
I-1382,19690917-0022,291.0
I-1382,19780424-0057,156.0
I-1382,19900616-0124,104.0
I-1383,19650303-0019,281.0
I-1383,19770224-0058,152.0
I-1384,19580218-0007,277.0
I-1384,19780602-0035,118.0
I-1385,19560705-0025,248.0
I-1385,19750705-0033,113.0
I-1385,19900723-0126,98.0
I-1386,19560705-0025,239.0
I-1386,19780424-0057,136.0
I-1387,19660630-0020,280.0
I-1387,19790717-0045,149.0
I-1388,19640220-0029,272.0
I-1388,19780602-0035,102.0
I-1388,19900701-0113,131.0
I-1389,19620522-0023,252.0
I-1389,19780815-0047,116.0
I-1390,19611219-0014,257.0
I-1390,19750122-0056,142.0
I-1390,19931212-0079,124.0
I-1391,19570828-0008,277.0
I-1391,19790426-0049,94.0
I-1392,19570828-0008,251.0
I-1392,19770713-0042,154.0
I-1392,19900520-0063,143.0
I-1393,19570615-0011,227.0
