Course Instance,Student id,Status,Grade
I-3267,19870921-0092,completed,4.0
I-3268,19870921-0092,completed,4.0
I-3269,19870921-0092,completed,5.0
I-3270,19870921-0092,completed,5.0
I-1280,19890202-0093,completed,5.0
I-1281,19890202-0093,completed,4.0
I-1182,19890202-0093,completed,4.0
I-5165,19890202-0093,completed,3.0
I-4109,19890202-0093,completed,3.0
I-1606,19890202-0093,completed,5.0
I-1286,19890202-0093,completed,5.0
I-1288,19890202-0093,completed,3.0
I-1289,19890202-0093,completed,3.0
I-1285,19890202-0093,completed,4.0
I-1401,19890202-0093,completed,3.0
I-4322,19890202-0093,completed,3.0
I-1406,19890202-0093,completed,3.0
I-1409,19890202-0093,completed,4.0
I-3279,19860321-0097,completed,3.0
I-2657,19860321-0097,completed,3.0
I-2035,19860321-0097,completed,5.0
I-2660,19860321-0097,completed,4.0
I-976,19860321-0097,completed,5.0
I-2980,19860321-0097,completed,5.0
I-3080,19860321-0097,completed,3.0
I-2662,19860321-0097,completed,5.0
I-2661,19860321-0097,completed,5.0
I-2570,19860321-0097,completed,5.0
I-781,19860321-0097,completed,3.0
I-2261,19860321-0097,completed,4.0
I-4131,19860321-0097,completed,3.0
I-2776,19860321-0097,completed,4.0
I-2779,19860321-0097,completed,4.0
I-5181,19860321-0097,completed,3.0
I-1206,19860321-0097,completed,4.0
I-2784,19860321-0097,completed,3.0
I-5,19871128-0099,completed,4.0
I-3161,19871128-0099,completed,3.0
I-5359,19871128-0099,completed,5.0
I-5366,19871128-0099,completed,5.0
I-2655,19790702-0038,completed,3.0
I-3580,19790702-0038,completed,5.0
I-326,19790702-0038,completed,4.0
I-5467,19790702-0038,completed,3.0
I-25,19790702-0038,completed,5.0
I-442,19790702-0038,completed,5.0
I-443,19790702-0038,completed,4.0
I-444,19790702-0038,completed,4.0
I-4544,19790702-0038,completed,5.0
I-563,19790702-0038,completed,3.0
I-1093,19790702-0038,completed,4.0
I-680,19790702-0038,completed,5.0
I-3670,19790717-0045,completed,5.0
I-3671,19790717-0045,completed,3.0
I-3672,19790717-0045,completed,3.0
I-3673,19790717-0045,completed,4.0
I-4092,19780815-0047,completed,3.0
I-4094,19780815-0047,completed,3.0
I-4096,19780815-0047,completed,4.0
I-642,19780815-0047,completed,4.0
I-4419,19780815-0047,completed,4.0
I-4209,19780815-0047,completed,3.0
I-2129,19780815-0047,completed,4.0
I-4212,19780815-0047,completed,5.0
I-3678,19780815-0047,completed,5.0
I-227,19780815-0047,completed,3.0
I-2971,19780815-0047,completed,5.0
I-5162,19780815-0047,completed,3.0
I-2430,19790426-0049,completed,5.0
I-3992,19790426-0049,completed,4.0
I-5152,19790426-0049,completed,4.0
I-4736,19790426-0049,completed,4.0
I-2547,19790426-0049,completed,4.0
I-2548,19790426-0049,completed,4.0
I-2549,19790426-0049,completed,4.0
I-2550,19790426-0049,completed,3.0
I-1174,19780317-0052,completed,4.0
I-2637,19780317-0052,completed,5.0
I-3264,19780317-0052,completed,4.0
I-2644,19780317-0052,completed,4.0
I-2233,19780317-0052,completed,4.0
I-2757,19780317-0052,completed,4.0
I-22,19780317-0052,completed,5.0
I-3070,19780317-0052,completed,4.0
I-3377,19781130-0054,completed,3.0
I-1916,19781130-0054,completed,5.0
I-2975,19781130-0054,completed,4.0
I-2445,19781130-0054,completed,5.0
I-2555,19781130-0054,completed,4.0
I-2556,19781130-0054,completed,3.0
I-2557,19781130-0054,completed,4.0
I-4959,19781130-0054,completed,4.0
I-4097,19761009-0055,completed,5.0
I-3162,19761009-0055,completed,3.0
I-432,19761009-0055,completed,5.0
I-430,19761009-0055,completed,3.0
I-539,19761009-0055,completed,4.0
I-2132,19761009-0055,completed,4.0
I-541,19761009-0055,completed,4.0
I-542,19761009-0055,completed,3.0
I-4729,19750122-0056,completed,5.0
I-425,19750122-0056,completed,5.0
I-3,19750122-0056,completed,3.0
I-3779,19750122-0056,completed,4.0
I-3994,19770224-0058,completed,5.0
I-1274,19770224-0058,completed,3.0
I-5152,19770224-0058,completed,5.0
I-1278,19770224-0058,completed,5.0
I-1391,19770224-0058,completed,5.0
I-2870,19770224-0058,completed,4.0
I-1397,19770224-0058,completed,3.0
I-3810,19970308-0000,not started,
I-4245,19970308-0000,completed,4.0
I-3814,19970308-0000,registered,
I-3196,19970308-0000,registered,
I-3923,19970308-0000,registered,
I-3927,19970308-0000,withdrawn,
I-586,19970308-0000,registered,
I-584,19970308-0000,registered,
I-4043,19970308-0000,not started,
I-4685,19970308-0000,withdrawn,
I-4047,19970308-0000,withdrawn,
I-2913,19970308-0000,registered,
I-343,19960213-0001,completed,3.0
I-344,19960213-0001,withdrawn,
I-140,19960213-0001,not started,
I-345,19960213-0001,not started,
I-4865,19960213-0001,registered,
I-352,19960213-0001,withdrawn,
I-5472,19960213-0001,withdrawn,
I-148,19960213-0001,not started,
I-461,19960213-0001,withdrawn,
I-1727,19960213-0001,not started,
I-5474,19960213-0001,not started,
I-1540,19960213-0001,completed,3.0
I-4989,19960213-0001,registered,
I-264,19960213-0001,not started,
I-1743,19960213-0001,completed,3.0
I-1438,19960213-0001,not started,
I-4563,19960213-0001,withdrawn,
I-3925,19960213-0001,not started,
I-589,19960213-0001,withdrawn,
I-4879,19960213-0001,withdrawn,
I-1009,19960328-0002,not started,
I-1010,19960328-0002,registered,
I-1011,19960328-0002,completed,5.0
I-1012,19960328-0002,not started,
I-2186,19960328-0002,withdrawn,
I-1133,19960328-0002,completed,3.0
I-1132,19960328-0002,registered,
I-1134,19960328-0002,completed,5.0
I-3643,19960328-0002,completed,3.0
I-1248,19960328-0002,registered,
I-1247,19960328-0002,withdrawn,
I-3334,19960328-0002,registered,
I-1246,19960328-0002,registered,
I-1251,19960328-0002,registered,
I-5328,19960328-0002,not started,
I-2826,19960328-0002,not started,
I-1252,19960328-0002,registered,
I-718,19980905-0003,withdrawn,
I-5128,19980905-0003,not started,
I-194,19980905-0003,registered,
I-2307,19980905-0003,withdrawn,
I-836,19980905-0003,completed,5.0
I-1362,19980905-0003,not started,
I-838,19980905-0003,completed,3.0
I-5134,19980905-0003,withdrawn,
I-944,19980905-0003,not started,
I-945,19980905-0003,not started,
I-949,19980905-0003,withdrawn,
I-5463,19980905-0003,registered,
I-947,19980905-0003,completed,4.0
I-5147,19980905-0003,not started,
I-3400,19970413-0004,completed,3.0
I-4766,19970413-0004,completed,3.0
I-3403,19970413-0004,not started,
I-3508,19970413-0004,completed,4.0
I-2170,19970413-0004,registered,
I-1006,19970413-0004,registered,
I-1534,19970413-0004,registered,
I-2802,19970413-0004,registered,
I-1561,19990816-0005,withdrawn,
I-1564,19990816-0005,registered,
I-3645,19990816-0005,registered,
I-1567,19990816-0005,completed,3.0
I-1669,19990816-0005,not started,
I-1670,19990816-0005,registered,
I-1671,19990816-0005,withdrawn,
I-5446,19990816-0005,completed,4.0
I-4185,19990816-0005,withdrawn,
I-4921,19990816-0005,withdrawn,
I-1675,19990816-0005,completed,3.0
I-1680,19990816-0005,registered,
I-1363,19990816-0005,registered,
I-1679,19990816-0005,completed,3.0
I-5003,19990626-0006,not started,
I-5319,19990626-0006,not started,
I-5320,19990626-0006,withdrawn,
I-5321,19990626-0006,not started,
I-5322,19990626-0006,not started,
I-4483,19990626-0006,withdrawn,
I-3124,19990626-0006,completed,5.0
I-5324,19990626-0006,registered,
I-5325,19990626-0006,registered,
I-5436,19990626-0006,registered,
I-5437,19990626-0006,withdrawn,
I-2510,19990626-0006,registered,
I-5439,19990626-0006,not started,
I-377,19950304-0007,withdrawn,
I-4354,19950304-0007,withdrawn,
I-4355,19950304-0007,withdrawn,
I-4362,19950304-0007,not started,
I-4476,19950304-0007,completed,3.0
I-4477,19950304-0007,completed,4.0
I-4478,19950304-0007,registered,
I-4479,19950304-0007,registered,
I-1355,19950304-0007,not started,
I-2303,19950304-0007,completed,3.0
I-726,19950304-0007,not started,
I-4597,19950304-0007,completed,3.0
I-2168,19991025-0008,not started,
I-2386,19991025-0008,registered,
I-2274,19991025-0008,not started,
I-1435,19991025-0008,not started,
I-2276,19991025-0008,registered,
I-2277,19991025-0008,registered,
I-2691,19991025-0008,not started,
I-2280,19991025-0008,completed,5.0
I-3926,19991025-0008,completed,3.0
I-5095,19991025-0008,withdrawn,
I-4361,19991025-0008,not started,
I-3313,19991025-0008,withdrawn,
I-2395,19991025-0008,withdrawn,
I-2391,19991025-0008,withdrawn,
I-2912,19950606-0009,completed,3.0
I-2915,19950606-0009,completed,5.0
I-4045,19950606-0009,withdrawn,
I-2916,19950606-0009,completed,4.0
I-5418,19950606-0009,registered,
I-4887,19950606-0009,completed,4.0
I-3119,19950606-0009,withdrawn,
I-3319,19950606-0009,completed,5.0
I-2920,19950606-0009,withdrawn,
I-71,19950606-0009,registered,
I-3023,19950606-0009,not started,
I-4904,19950606-0009,not started,
I-1348,19950606-0009,not started,
I-714,19950606-0009,withdrawn,
I-395,19951026-0010,registered,
I-396,19951026-0010,completed,4.0
I-1143,19951026-0010,completed,3.0
I-192,19951026-0010,completed,3.0
I-2935,19951026-0010,completed,5.0
I-403,19951026-0010,registered,
I-5526,19951026-0010,not started,
I-402,19951026-0010,not started,
I-5503,19951026-0010,not started,
I-401,19951026-0010,not started,
I-5482,19951026-0010,not started,
I-2621,19951026-0010,not started,
I-4072,19951026-0010,completed,3.0
I-515,19951026-0010,not started,
I-516,19951026-0010,registered,
I-1380,19951026-0010,registered,
I-631,19951026-0010,not started,
I-632,19951026-0010,registered,
I-639,19951026-0010,registered,
I-3023,19990305-0011,registered,
I-2713,19990305-0011,not started,
I-818,19990305-0011,withdrawn,
I-2715,19990305-0011,registered,
I-2822,19990305-0011,registered,
I-1570,19990305-0011,registered,
I-2308,19990305-0011,completed,4.0
I-4385,19990305-0011,registered,
I-3431,19970727-0012,registered,
I-3434,19970727-0012,completed,5.0
I-3435,19970727-0012,not started,
I-3437,19970727-0012,withdrawn,
I-4383,19970727-0012,not started,
I-3034,19970727-0012,completed,3.0
I-3538,19970727-0012,withdrawn,
I-3540,19970727-0012,completed,3.0
I-5297,19990219-0013,withdrawn,
I-687,19990219-0013,withdrawn,
I-690,19990219-0013,withdrawn,
I-688,19990219-0013,not started,
I-796,19990219-0013,not started,
I-799,19990219-0013,withdrawn,
I-370,19990219-0013,not started,
I-801,19990219-0013,completed,3.0
I-2808,19990219-0013,withdrawn,
I-3430,19990219-0013,not started,
I-4255,19990219-0013,not started,
I-4154,19990219-0013,completed,3.0
I-4965,19970318-0014,withdrawn,
I-1416,19970318-0014,withdrawn,
I-3089,19970318-0014,withdrawn,
I-883,19970318-0014,registered,
I-4243,19970318-0014,withdrawn,
I-3199,19970318-0014,completed,4.0
I-2376,19970318-0014,registered,
I-3812,19970318-0014,completed,3.0
I-1848,19970318-0014,withdrawn,
I-3306,19970318-0014,withdrawn,
I-3926,19970318-0014,not started,
I-5093,19970318-0014,completed,5.0
I-1514,19970109-0015,withdrawn,
I-991,19970109-0015,registered,
I-1516,19970109-0015,completed,4.0
I-2041,19970109-0015,withdrawn,
I-3608,19970109-0015,withdrawn,
I-2677,19970109-0015,registered,
I-4243,19970109-0015,registered,
I-3510,19970109-0015,not started,
I-2883,19950717-0016,registered,
I-2884,19950717-0016,not started,
I-143,19950717-0016,not started,
I-2891,19950717-0016,not started,
I-1309,19950717-0016,not started,
I-2997,19950717-0016,registered,
I-2901,19950717-0016,not started,
I-4139,19950717-0016,completed,4.0
I-1966,19990705-0017,withdrawn,
I-2922,19990705-0017,withdrawn,
I-3622,19990705-0017,withdrawn,
I-3624,19990705-0017,completed,3.0
I-3625,19990705-0017,completed,3.0
I-2598,19990705-0017,completed,5.0
I-1547,19990705-0017,withdrawn,
I-3628,19990705-0017,registered,
I-2912,19990705-0017,completed,3.0
I-3737,19990705-0017,completed,4.0
I-3738,19990705-0017,withdrawn,
I-3331,19990705-0017,withdrawn,
I-5009,19990705-0017,withdrawn,
I-4669,19971007-0018,registered,
I-3511,19971007-0018,registered,
I-4671,19971007-0018,not started,
I-4676,19971007-0018,registered,
I-4786,19971007-0018,withdrawn,
I-172,19971007-0018,not started,
I-4789,19971007-0018,registered,
I-4792,19971007-0018,registered,
I-4896,19971007-0018,withdrawn,
I-2089,19971007-0018,registered,
I-4897,19971007-0018,withdrawn,
I-4899,19971007-0018,not started,
I-3502,19990124-0019,not started,
I-4454,19990124-0019,registered,
I-2678,19990124-0019,completed,5.0
I-2684,19990124-0019,completed,4.0
I-2794,19990124-0019,not started,
I-2795,19990124-0019,completed,4.0
I-2800,19990124-0019,completed,5.0
I-2796,19990124-0019,completed,3.0
I-1226,19990124-0019,withdrawn,
I-2799,19990124-0019,completed,5.0
I-5201,19990124-0019,withdrawn,
I-2802,19990124-0019,registered,
I-2801,19990124-0019,completed,3.0
I-2803,19990124-0019,not started,
I-4124,19990831-0020,registered,
I-2565,19990831-0020,withdrawn,
I-4126,19990831-0020,withdrawn,
I-985,19990831-0020,registered,
I-4237,19990831-0020,registered,
I-4238,19990831-0020,withdrawn,
I-2896,19990831-0020,registered,
I-2166,19990831-0020,withdrawn,
I-3848,19971122-0021,registered,
I-3849,19971122-0021,withdrawn,
I-1667,19971122-0021,not started,
I-3851,19971122-0021,completed,5.0
I-2937,19971122-0021,withdrawn,
I-3856,19971122-0021,withdrawn,
I-3857,19971122-0021,not started,
I-1562,19971122-0021,completed,4.0
I-3858,19971122-0021,withdrawn,
I-5242,19971122-0021,not started,
I-3966,19971122-0021,registered,
I-3859,19971122-0021,completed,5.0
I-4714,19971122-0021,withdrawn,
I-4081,19971122-0021,not started,
I-4291,19971122-0021,withdrawn,
I-4083,19971122-0021,registered,
I-4085,19971122-0021,not started,
I-4086,19971122-0021,withdrawn,
I-1483,19971122-0021,withdrawn,
I-4087,19971122-0021,registered,
I-4088,19971122-0021,withdrawn,
I-2630,19971122-0021,registered,
I-3087,19980414-0022,withdrawn,
I-4966,19980414-0022,completed,3.0
I-3599,19980414-0022,withdrawn,
I-2668,19980414-0022,completed,4.0
I-2460,19980414-0022,not started,
I-3592,19980414-0022,withdrawn,
I-4971,19980414-0022,completed,4.0
I-4970,19980414-0022,not started,
I-5080,19980414-0022,not started,
I-5081,19980414-0022,registered,
I-5195,19980414-0022,registered,
I-5083,19980414-0022,completed,4.0
I-363,19980414-0022,completed,5.0
I-5200,19980414-0022,registered,
I-2380,19980414-0022,completed,5.0
I-1117,19980414-0022,not started,
I-3292,19980609-0023,registered,
I-2884,19980609-0023,withdrawn,
I-2885,19980609-0023,registered,
I-253,19980609-0023,not started,
I-1309,19980609-0023,not started,
I-1317,19980609-0023,not started,
I-2999,19980609-0023,completed,5.0
I-3000,19980609-0023,withdrawn,
I-3292,19980212-0024,withdrawn,
I-2884,19980212-0024,completed,3.0
I-5285,19980212-0024,not started,
I-5284,19980212-0024,not started,
I-2678,19980212-0024,withdrawn,
I-153,19980212-0024,registered,
I-2998,19980212-0024,withdrawn,
I-4556,19980212-0024,not started,
I-3097,19990805-0025,withdrawn,
I-3099,19990805-0025,registered,
I-4343,19990805-0025,completed,3.0
I-3103,19990805-0025,registered,
I-1112,19990805-0025,completed,5.0
I-3206,19990805-0025,completed,4.0
I-3207,19990805-0025,completed,3.0
I-3208,19990805-0025,completed,3.0
I-1756,19990805-0025,registered,
I-906,19990805-0025,not started,
I-2078,19990805-0025,registered,
I-3428,19990805-0025,withdrawn,
I-4124,19970609-0026,completed,5.0
I-684,19970609-0026,registered,
I-2565,19970609-0026,not started,
I-3808,19970609-0026,completed,5.0
I-44,19970609-0026,not started,
I-4238,19970609-0026,withdrawn,
I-5084,19970609-0026,withdrawn,
I-4877,19970609-0026,completed,3.0
I-3087,19951123-0027,registered,
I-4966,19951123-0027,not started,
I-2668,19951123-0027,completed,5.0
I-3599,19951123-0027,not started,
I-2460,19951123-0027,completed,3.0
I-2567,19951123-0027,withdrawn,
I-4970,19951123-0027,completed,3.0
I-4973,19951123-0027,withdrawn,
I-5080,19951123-0027,withdrawn,
I-5081,19951123-0027,registered,
I-5082,19951123-0027,not started,
I-5083,19951123-0027,not started,
I-1956,19951123-0027,not started,
I-5200,19951123-0027,not started,
I-2797,19951123-0027,completed,3.0
I-5202,19951123-0027,withdrawn,
I-4571,19960701-0028,withdrawn,
I-4255,19960701-0028,not started,
I-3423,19960701-0028,not started,
I-1543,19960701-0028,not started,
I-1459,19960701-0028,withdrawn,
I-2400,19960701-0028,withdrawn,
I-1657,19960701-0028,withdrawn,
I-1659,19960701-0028,registered,
I-1658,19960701-0028,registered,
I-1655,19960701-0028,completed,5.0
I-4124,19960220-0029,not started,
I-684,19960220-0029,registered,
I-4130,19960220-0029,completed,4.0
I-352,19960220-0029,withdrawn,
I-254,19960220-0029,not started,
I-4238,19960220-0029,withdrawn,
I-2896,19960220-0029,not started,
I-2166,19960220-0029,registered,
I-3131,19990211-0030,completed,5.0
I-614,19990211-0030,withdrawn,
I-3133,19990211-0030,not started,
I-2508,19990211-0030,withdrawn,
I-3970,19990211-0030,not started,
I-4389,19990211-0030,completed,3.0
I-3242,19990211-0030,completed,5.0
I-3243,19990211-0030,withdrawn,
I-3354,19990211-0030,not started,
I-3355,19990211-0030,completed,3.0
I-3356,19990211-0030,not started,
I-1053,19990211-0030,not started,
I-2699,19961018-0031,completed,5.0
I-2700,19961018-0031,completed,5.0
I-2069,19961018-0031,completed,4.0
I-1449,19961018-0031,registered,
I-3020,19961018-0031,registered,
I-1125,19961018-0031,completed,3.0
I-5423,19961018-0031,withdrawn,
I-2175,19961018-0031,registered,
I-280,19961018-0031,withdrawn,
I-1750,19961018-0031,completed,3.0
I-2190,19961018-0031,withdrawn,
I-2814,19961018-0031,not started,
I-5221,19961018-0031,completed,4.0
I-3842,19961018-0031,completed,3.0
I-267,19960307-0032,registered,
I-585,19960307-0032,withdrawn,
I-3611,19960307-0032,completed,3.0
I-2481,19960307-0032,not started,
I-1635,19960307-0032,registered,
I-2483,19960307-0032,completed,3.0
I-3005,19960307-0032,not started,
I-1322,19960307-0032,completed,3.0
I-2591,19960307-0032,withdrawn,
I-1851,19960307-0032,completed,4.0
I-2804,19960307-0032,registered,
I-3732,19960307-0032,withdrawn,
I-5017,19960822-0033,withdrawn,
I-4917,19960822-0033,completed,4.0
I-3132,19960822-0033,withdrawn,
I-3038,19960822-0033,registered,
I-4288,19960822-0033,completed,3.0
I-1472,19960822-0033,not started,
I-5130,19960822-0033,withdrawn,
I-1886,19960822-0033,not started,
I-2828,19961012-0034,registered,
I-2931,19961012-0034,not started,
I-2934,19961012-0034,not started,
I-1774,19961012-0034,withdrawn,
I-3042,19961012-0034,not started,
I-1881,19961012-0034,withdrawn,
I-3048,19961012-0034,withdrawn,
I-3043,19961012-0034,not started,
I-1931,19960610-0035,withdrawn,
I-4866,19960610-0035,not started,
I-142,19960610-0035,registered,
I-1934,19960610-0035,completed,4.0
I-4975,19960610-0035,withdrawn,
I-2049,19960610-0035,completed,5.0
I-1424,19960610-0035,registered,
I-2264,19960610-0035,withdrawn,
I-3921,19960610-0035,withdrawn,
I-2679,19960610-0035,completed,3.0
I-2683,19960610-0035,completed,4.0
I-2054,19960610-0035,withdrawn,
I-2167,19960610-0035,registered,
I-2168,19960610-0035,registered,
I-2169,19960610-0035,registered,
I-2687,19960610-0035,withdrawn,
I-4367,19990302-0036,completed,3.0
I-3840,19990302-0036,not started,
I-75,19990302-0036,not started,
I-606,19990302-0036,registered,
I-4173,19990302-0036,not started,
I-4275,19990302-0036,not started,
I-4274,19990302-0036,registered,
I-3234,19990302-0036,withdrawn,
I-4669,19950801-0037,not started,
I-4670,19950801-0037,not started,
I-4671,19950801-0037,completed,4.0
I-2279,19950801-0037,withdrawn,
I-4157,19950801-0037,withdrawn,
I-1645,19950801-0037,withdrawn,
I-4790,19950801-0037,registered,
I-4796,19950801-0037,withdrawn,
I-4896,19950801-0037,completed,4.0
I-2089,19950801-0037,registered,
I-4900,19950801-0037,registered,
I-4901,19950801-0037,not started,
I-3131,19960222-0038,completed,5.0
I-3134,19960222-0038,withdrawn,
I-2727,19960222-0038,not started,
I-2508,19960222-0038,not started,
I-1157,19960222-0038,registered,
I-3241,19960222-0038,withdrawn,
I-3242,19960222-0038,completed,5.0
I-5346,19960222-0038,registered,
I-3150,19960222-0038,registered,
I-3355,19960222-0038,registered,
I-5032,19960222-0038,withdrawn,
I-1482,19960222-0038,completed,4.0
I-5462,19960222-0038,completed,4.0
I-2840,19960222-0038,not started,
I-4177,19960828-0039,registered,
I-1766,19960828-0039,not started,
I-5442,19960828-0039,completed,4.0
I-5020,19960828-0039,not started,
I-5341,19960828-0039,completed,5.0
I-3045,19960828-0039,not started,
I-1885,19960828-0039,completed,3.0
I-1882,19960828-0039,not started,
I-709,19960118-0040,withdrawn,
I-710,19960118-0040,not started,
I-1018,19960118-0040,registered,
I-2292,19960118-0040,registered,
I-4380,19960118-0040,completed,5.0
I-2512,19960118-0040,registered,
I-830,19960118-0040,registered,
I-5020,19960118-0040,registered,
I-828,19960118-0040,not started,
I-835,19960118-0040,withdrawn,
I-613,19960118-0040,not started,
I-4174,19960118-0040,completed,4.0
I-832,19960118-0040,not started,
I-934,19960118-0040,withdrawn,
I-1579,19960118-0040,not started,
I-5338,19960118-0040,registered,
I-937,19960118-0040,completed,5.0
I-2361,19980206-0041,not started,
I-4324,19980206-0041,not started,
I-2044,19980206-0041,registered,
I-1206,19980206-0041,registered,
I-679,19980206-0041,withdrawn,
I-676,19980206-0041,withdrawn,
I-777,19980206-0041,not started,
I-456,19980206-0041,registered,
I-683,19980206-0041,withdrawn,
I-5089,19980206-0041,registered,
I-790,19980206-0041,withdrawn,
I-791,19980206-0041,registered,
I-789,19980206-0041,withdrawn,
I-898,19980206-0041,withdrawn,
I-899,19980206-0041,completed,5.0
I-900,19980206-0041,registered,
I-2275,19980206-0041,not started,
I-5301,19991130-0042,completed,4.0
I-5303,19991130-0042,not started,
I-5302,19991130-0042,registered,
I-5306,19991130-0042,completed,3.0
I-5417,19991130-0042,registered,
I-2914,19991130-0042,withdrawn,
I-3620,19991130-0042,not started,
I-2495,19991130-0042,withdrawn,
I-3023,19981023-0043,not started,
I-2712,19981023-0043,not started,
I-2713,19981023-0043,registered,
I-1458,19981023-0043,completed,5.0
I-2822,19981023-0043,not started,
I-4697,19981023-0043,withdrawn,
I-2610,19981023-0043,completed,5.0
I-2829,19981023-0043,registered,
I-4360,19950824-0044,completed,5.0
I-4890,19950824-0044,completed,5.0
I-5424,19950824-0044,not started,
I-1443,19950824-0044,withdrawn,
I-2396,19950824-0044,not started,
I-717,19950824-0044,withdrawn,
I-2397,19950824-0044,registered,
I-2399,19950824-0044,not started,
I-709,19961220-0045,not started,
I-611,19961220-0045,not started,
I-713,19961220-0045,not started,
I-282,19961220-0045,completed,5.0
I-4380,19961220-0045,withdrawn,
I-295,19961220-0045,withdrawn,
I-1983,19961220-0045,withdrawn,
I-830,19961220-0045,withdrawn,
I-4382,19961220-0045,completed,3.0
I-834,19961220-0045,completed,4.0
I-835,19961220-0045,completed,5.0
I-828,19961220-0045,withdrawn,
I-934,19961220-0045,not started,
I-1785,19961220-0045,completed,4.0
I-5338,19961220-0045,registered,
I-937,19961220-0045,withdrawn,
I-2687,19950308-0046,withdrawn,
I-2688,19950308-0046,completed,5.0
I-3725,19950308-0046,withdrawn,
I-2583,19950308-0046,registered,
I-2593,19950308-0046,completed,3.0
I-2392,19950308-0046,withdrawn,
I-1965,19950308-0046,withdrawn,
I-2807,19950308-0046,not started,
I-4323,19990824-0047,withdrawn,
I-1413,19990824-0047,withdrawn,
I-4762,19990824-0047,registered,
I-4325,19990824-0047,not started,
I-2148,19990824-0047,withdrawn,
I-3494,19990824-0047,completed,5.0
I-4330,19990824-0047,completed,4.0
I-2258,19990824-0047,withdrawn,
I-5194,19990824-0047,registered,
I-4446,19990824-0047,registered,
I-4237,19990824-0047,withdrawn,
I-4557,19990824-0047,registered,
I-2794,19990824-0047,withdrawn,
I-4559,19990824-0047,completed,5.0
I-4561,19990824-0047,not started,
I-267,19970301-0048,not started,
I-2478,19970301-0048,not started,
I-1635,19970301-0048,registered,
I-481,19970301-0048,not started,
I-2592,19970301-0048,not started,
I-2595,19970301-0048,registered,
I-2594,19970301-0048,completed,5.0
I-1466,19980102-0049,not started,
I-4917,19980102-0049,not started,
I-1144,19980102-0049,registered,
I-4172,19980102-0049,completed,5.0
I-4288,19980102-0049,withdrawn,
I-3449,19980102-0049,withdrawn,
I-4073,19980102-0049,withdrawn,
I-1886,19980102-0049,withdrawn,
I-1355,19970918-0050,completed,4.0
I-3646,19970918-0050,not started,
I-91,19970918-0050,withdrawn,
I-512,19970918-0050,completed,4.0
I-4283,19970918-0050,registered,
I-4284,19970918-0050,completed,3.0
I-4285,19970918-0050,not started,
I-4287,19970918-0050,withdrawn,
I-4686,19981214-0051,completed,5.0
I-4479,19981214-0051,completed,5.0
I-390,19981214-0051,completed,5.0
I-2501,19981214-0051,registered,
I-4808,19981214-0051,registered,
I-4810,19981214-0051,completed,3.0
I-1029,19981214-0051,withdrawn,
I-4815,19981214-0051,withdrawn,
I-1475,19981214-0051,withdrawn,
I-4823,19981214-0051,withdrawn,
I-730,19981214-0051,withdrawn,
I-4919,19981214-0051,completed,4.0
I-2699,19970721-0052,withdrawn,
I-2183,19970721-0052,completed,3.0
I-3020,19970721-0052,registered,
I-4567,19970721-0052,not started,
I-2492,19970721-0052,not started,
I-5423,19970721-0052,registered,
I-2707,19970721-0052,not started,
I-909,19970721-0052,registered,
I-1446,19970721-0052,not started,
I-2496,19970721-0052,completed,3.0
I-2812,19970721-0052,withdrawn,
I-180,19970721-0052,completed,4.0
I-2819,19970721-0052,not started,
I-1863,19970721-0052,completed,5.0
I-4332,19951006-0053,withdrawn,
I-3710,19951006-0053,withdrawn,
I-4334,19951006-0053,registered,
I-4033,19951006-0053,not started,
I-3609,19951006-0053,completed,5.0
I-353,19951006-0053,withdrawn,
I-3001,19951006-0053,registered,
I-4343,19951006-0053,withdrawn,
I-4339,19951006-0053,registered,
I-4341,19951006-0053,withdrawn,
I-4455,19951006-0053,not started,
I-3932,19951006-0053,withdrawn,
I-4457,19951006-0053,withdrawn,
I-4984,19951006-0053,completed,3.0
I-1014,19951006-0053,not started,
I-4570,19951006-0053,not started,
I-1332,19951006-0053,completed,5.0
I-1128,19951006-0053,not started,
I-2153,19990720-0054,not started,
I-2458,19990720-0054,registered,
I-4654,19990720-0054,withdrawn,
I-1100,19990720-0054,completed,5.0
I-2369,19990720-0054,registered,
I-2370,19990720-0054,completed,5.0
I-2371,19990720-0054,completed,5.0
I-1313,19990720-0054,not started,
I-1942,19971008-0055,withdrawn,
I-579,19971008-0055,withdrawn,
I-3708,19971008-0055,registered,
I-258,19971008-0055,not started,
I-1741,19971008-0055,completed,4.0
I-2059,19971008-0055,completed,3.0
I-2062,19971008-0055,not started,
I-2478,19971008-0055,withdrawn,
I-2707,19971008-0055,completed,4.0
I-2593,19971008-0055,registered,
I-64,19971008-0055,not started,
I-2181,19971008-0055,not started,
I-4686,19980524-0056,completed,3.0
I-4688,19980524-0056,withdrawn,
I-4690,19980524-0056,completed,3.0
I-1025,19980524-0056,registered,
I-4808,19980524-0056,withdrawn,
I-3750,19980524-0056,not started,
I-1463,19980524-0056,withdrawn,
I-1142,19980524-0056,withdrawn,
I-4918,19980524-0056,not started,
I-730,19980524-0056,not started,
I-4922,19980524-0056,not started,
I-4926,19980524-0056,withdrawn,
I-5311,19961122-0057,withdrawn,
I-486,19961122-0057,withdrawn,
I-1011,19961122-0057,not started,
I-5421,19961122-0057,withdrawn,
I-1131,19961122-0057,completed,3.0
I-1133,19961122-0057,completed,3.0
I-1132,19961122-0057,withdrawn,
I-1553,19961122-0057,registered,
