Course code,Study period,Academic year,Instance_id,Examiner
1103,3.0,2021-2022,I-1140,19630126-0001
1067,1.0,2021-2022,I-1141,19630126-0001
1101,3.0,2021-2022,I-1142,19620831-0024
1047,1.0,2021-2022,I-1143,19570615-0011
1267,4.0,2021-2022,I-1144,19570826-0012
1083,4.0,2021-2022,I-1145,19601021-0018
1081,1.0,2021-2022,I-1146,19600814-0002
1076,2.0,2021-2022,I-1147,19600905-0003
1064,4.0,2021-2022,I-1148,19600814-0002
1023,4.0,2021-2022,I-1149,19601021-0018
1202,4.0,2022-2023,I-1150,19690408-0009
1172,3.0,2022-2023,I-1151,19570826-0012
1209,4.0,2022-2023,I-1152,19570828-0008
1114,3.0,2022-2023,I-1153,19640220-0029
1037,3.0,2022-2023,I-1154,19601021-0018
1210,3.0,2022-2023,I-1155,19570828-0008
1166,1.0,2022-2023,I-1156,19570828-0008
1091,4.0,2022-2023,I-1157,19611219-0014
1053,4.0,2022-2023,I-1158,19690513-0015
1038,1.0,2022-2023,I-1159,19690917-0022
1172,3.0,2023-2024,I-1160,19620831-0024
1125,3.0,2023-2024,I-1161,19680712-0028
1270,4.0,2023-2024,I-1162,19680712-0028
1118,3.0,2023-2024,I-1163,19601021-0018
1032,1.0,2023-2024,I-1164,19690513-0015
1271,4.0,2023-2024,I-1165,19600814-0002
1163,3.0,2023-2024,I-1166,19611219-0014
1133,4.0,2023-2024,I-1167,19620522-0023
1121,3.0,2023-2024,I-1168,19570826-0012
1033,4.0,2023-2024,I-1169,19600529-0021
1292,2.0,2013-2014,I-1170,19570615-0011
1160,3.0,2013-2014,I-1171,19610623-0005
1273,4.0,2013-2014,I-1172,19600814-0002
1146,2.0,2013-2014,I-1173,19560705-0025
1046,3.0,2013-2014,I-1174,19611219-0014
1004,1.0,2013-2014,I-1175,19610620-0006
1294,4.0,2013-2014,I-1176,19620831-0024
1284,2.0,2013-2014,I-1177,19660630-0020
1267,4.0,2013-2014,I-1178,19650303-0019
1184,3.0,2013-2014,I-1179,19561222-0030
1169,3.0,2013-2014,I-1180,19620522-0023
1230,4.0,2014-2015,I-1181,19610918-0027
1030,2.0,2014-2015,I-1182,19570826-0012
1291,2.0,2014-2015,I-1183,19680712-0028
1220,1.0,2014-2015,I-1184,19600529-0021
1034,3.0,2014-2015,I-1185,19570615-0011
1238,3.0,2014-2015,I-1186,19620831-0024
1152,2.0,2014-2015,I-1187,19620831-0024
1149,1.0,2014-2015,I-1188,19650303-0019
1105,1.0,2014-2015,I-1189,19620424-0026
1126,4.0,2015-2016,I-1190,19630126-0001
1224,4.0,2015-2016,I-1191,19620522-0023
1196,1.0,2015-2016,I-1192,19570615-0011
1138,3.0,2015-2016,I-1193,19561222-0030
1131,1.0,2015-2016,I-1194,19600905-0003
1294,1.0,2015-2016,I-1195,19610623-0005
1254,2.0,2015-2016,I-1196,19610620-0006
1148,1.0,2015-2016,I-1197,19600529-0021
1019,4.0,2015-2016,I-1198,19610623-0005
1010,3.0,2015-2016,I-1199,19601021-0018
1160,4.0,2016-2017,I-1200,19580218-0007
1187,1.0,2016-2017,I-1201,19600529-0021
1154,2.0,2016-2017,I-1202,19630126-0001
1047,3.0,2016-2017,I-1203,19650303-0019
1285,3.0,2016-2017,I-1204,19610620-0006
1246,4.0,2016-2017,I-1205,19561222-0030
1134,1.0,2016-2017,I-1206,19690513-0015
1121,4.0,2016-2017,I-1207,19690513-0015
1210,1.0,2017-2018,I-1208,19560705-0025
1151,3.0,2017-2018,I-1209,19610918-0027
1238,3.0,2017-2018,I-1210,19570828-0008
1223,3.0,2017-2018,I-1211,19560612-0010
1028,2.0,2017-2018,I-1212,19561222-0030
1297,1.0,2017-2018,I-1213,19590129-0004
1257,3.0,2017-2018,I-1214,19630126-0001
1236,4.0,2017-2018,I-1215,19640414-0013
1157,1.0,2017-2018,I-1216,19601021-0018
1244,3.0,2018-2019,I-1217,19690917-0022
1262,4.0,2018-2019,I-1218,19600905-0003
1192,3.0,2018-2019,I-1219,19570828-0008
1170,3.0,2018-2019,I-1220,19600529-0021
1161,4.0,2018-2019,I-1221,19570615-0011
1277,1.0,2018-2019,I-1222,19611219-0014
1250,3.0,2018-2019,I-1223,19560612-0010
1202,1.0,2018-2019,I-1224,19600814-0002
1195,3.0,2018-2019,I-1225,19690513-0015
1172,2.0,2018-2019,I-1226,19620522-0023
1071,3.0,2018-2019,I-1227,19561222-0030
1139,4.0,2019-2020,I-1228,19650303-0019
1089,2.0,2019-2020,I-1229,19590129-0004
1075,3.0,2019-2020,I-1230,19611219-0014
1286,1.0,2019-2020,I-1231,19561222-0030
1258,3.0,2019-2020,I-1232,19690917-0022
1223,3.0,2019-2020,I-1233,19561222-0030
1196,4.0,2019-2020,I-1234,19600814-0002
1267,1.0,2020-2021,I-1235,19600814-0002
1157,1.0,2020-2021,I-1236,19600905-0003
1050,2.0,2020-2021,I-1237,19580515-0017
1012,2.0,2020-2021,I-1238,19620424-0026
1115,1.0,2020-2021,I-1239,19580218-0007
1087,3.0,2020-2021,I-1240,19690408-0009
1066,2.0,2020-2021,I-1241,19560612-0010
1044,2.0,2020-2021,I-1242,19600905-0003
1026,4.0,2020-2021,I-1243,19630126-0001
1254,3.0,2021-2022,I-1244,19560612-0010
1279,2.0,2021-2022,I-1245,19660630-0020
1262,1.0,2021-2022,I-1246,19660630-0020
1042,4.0,2021-2022,I-1247,19690917-0022
1040,2.0,2021-2022,I-1248,19610918-0027
1256,2.0,2021-2022,I-1249,19610620-0006
1245,1.0,2021-2022,I-1250,19560612-0010
1177,3.0,2021-2022,I-1251,19660630-0020
1145,2.0,2021-2022,I-1252,19580218-0007
1134,2.0,2021-2022,I-1253,19650303-0019
1104,3.0,2022-2023,I-1254,19570826-0012
1233,4.0,2022-2023,I-1255,19620831-0024
1151,1.0,2022-2023,I-1256,19560705-0025
1114,3.0,2022-2023,I-1257,19650303-0019
1019,1.0,2022-2023,I-1258,19590129-0004
1188,1.0,2022-2023,I-1259,19580515-0017
1154,3.0,2022-2023,I-1260,19601021-0018
1079,1.0,2022-2023,I-1261,19690513-0015
1005,3.0,2022-2023,I-1262,19610620-0006
1116,3.0,2023-2024,I-1263,19570615-0011
1102,4.0,2023-2024,I-1264,19560612-0010
1255,4.0,2023-2024,I-1265,19610623-0005
1245,1.0,2023-2024,I-1266,19610623-0005
1253,2.0,2023-2024,I-1267,19600814-0002
1222,1.0,2023-2024,I-1268,19610620-0006
1126,1.0,2023-2024,I-1269,19690408-0009
1125,4.0,2023-2024,I-1270,19690513-0015
1111,3.0,2023-2024,I-1271,19560612-0010
1036,4.0,2023-2024,I-1272,19601021-0018
1200,2.0,2013-2014,I-1273,19590129-0004
1282,1.0,2013-2014,I-1274,19620831-0024
1050,3.0,2013-2014,I-1275,19561222-0030
1297,4.0,2013-2014,I-1276,19570615-0011
1219,3.0,2013-2014,I-1277,19600814-0002
1076,2.0,2013-2014,I-1278,19560812-0016
1077,2.0,2013-2014,I-1279,19600814-0002
1253,3.0,2014-2015,I-1280,19690917-0022
1073,4.0,2014-2015,I-1281,19611219-0014
1067,3.0,2014-2015,I-1282,19610623-0005
1050,3.0,2014-2015,I-1283,19640414-0013
1030,2.0,2014-2015,I-1284,19580218-0007
1297,3.0,2014-2015,I-1285,19580218-0007
1200,3.0,2014-2015,I-1286,19690408-0009
1181,1.0,2014-2015,I-1287,19580515-0017
1115,3.0,2014-2015,I-1288,19600529-0021
1104,3.0,2014-2015,I-1289,19610623-0005
1015,4.0,2014-2015,I-1290,19601021-0018
1110,1.0,2015-2016,I-1291,19560812-0016
1024,2.0,2015-2016,I-1292,19620424-0026
1164,2.0,2015-2016,I-1293,19690408-0009
1095,3.0,2015-2016,I-1294,19580515-0017
1274,1.0,2015-2016,I-1295,19620424-0026
1214,4.0,2015-2016,I-1296,19620424-0026
1213,2.0,2015-2016,I-1297,19601021-0018
1081,3.0,2015-2016,I-1298,19620831-0024
1003,2.0,2015-2016,I-1299,19690408-0009
1075,3.0,2016-2017,I-1300,19600814-0002
1179,4.0,2016-2017,I-1301,19570828-0008
1134,1.0,2016-2017,I-1302,19580515-0017
1287,4.0,2016-2017,I-1303,19611219-0014
1282,4.0,2016-2017,I-1304,19590129-0004
1254,3.0,2016-2017,I-1305,19690513-0015
1255,4.0,2016-2017,I-1306,19690408-0009
1251,4.0,2016-2017,I-1307,19570826-0012
1200,1.0,2016-2017,I-1308,19660630-0020
1260,4.0,2017-2018,I-1309,19660630-0020
1203,4.0,2017-2018,I-1310,19690408-0009
1112,2.0,2017-2018,I-1311,19600814-0002
1104,4.0,2017-2018,I-1312,19610620-0006
1182,2.0,2017-2018,I-1313,19650303-0019
1154,2.0,2017-2018,I-1314,19610918-0027
1140,4.0,2017-2018,I-1315,19600814-0002
1105,2.0,2017-2018,I-1316,19690917-0022
1060,3.0,2017-2018,I-1317,19580515-0017
1003,4.0,2017-2018,I-1318,19570826-0012
1139,4.0,2018-2019,I-1319,19580218-0007
1277,2.0,2018-2019,I-1320,19601021-0018
1268,4.0,2018-2019,I-1321,19620831-0024
1101,4.0,2018-2019,I-1322,19630126-0001
1045,4.0,2018-2019,I-1323,19640220-0029
1252,1.0,2018-2019,I-1324,19570826-0012
1245,3.0,2018-2019,I-1325,19580218-0007
1102,3.0,2018-2019,I-1326,19620424-0026
1018,1.0,2018-2019,I-1327,19660630-0020
1016,1.0,2018-2019,I-1328,19690917-0022
1167,3.0,2019-2020,I-1329,19560812-0016
1132,3.0,2019-2020,I-1330,19560612-0010
1285,2.0,2019-2020,I-1331,19560612-0010
1241,3.0,2019-2020,I-1332,19570828-0008
1237,3.0,2019-2020,I-1333,19610918-0027
1283,2.0,2019-2020,I-1334,19601021-0018
1201,3.0,2019-2020,I-1335,19680712-0028
1084,1.0,2019-2020,I-1336,19630126-0001
1067,1.0,2019-2020,I-1337,19560612-0010
1012,4.0,2019-2020,I-1338,19590129-0004
1250,3.0,2020-2021,I-1339,19620522-0023
1013,4.0,2020-2021,I-1340,19570826-0012
1178,2.0,2020-2021,I-1341,19561222-0030
1167,4.0,2020-2021,I-1342,19650303-0019
1125,3.0,2020-2021,I-1343,19611219-0014
1016,1.0,2020-2021,I-1344,19570615-0011
1287,4.0,2020-2021,I-1345,19560812-0016
1270,4.0,2020-2021,I-1346,19610620-0006
1202,1.0,2020-2021,I-1347,19570826-0012
1156,2.0,2020-2021,I-1348,19570828-0008
1103,4.0,2020-2021,I-1349,19600814-0002
1008,3.0,2020-2021,I-1350,19590129-0004
1274,1.0,2021-2022,I-1351,19580515-0017
1014,3.0,2021-2022,I-1352,19620831-0024
1267,1.0,2021-2022,I-1353,19560612-0010
1255,3.0,2021-2022,I-1354,19610623-0005
1159,3.0,2021-2022,I-1355,19560705-0025
1164,2.0,2021-2022,I-1356,19610918-0027
1140,1.0,2021-2022,I-1357,19610620-0006
1116,2.0,2021-2022,I-1358,19600905-0003
1037,3.0,2021-2022,I-1359,19600905-0003
1262,2.0,2022-2023,I-1360,19620831-0024
1201,2.0,2022-2023,I-1361,19601021-0018
1233,4.0,2022-2023,I-1362,19570826-0012
1190,4.0,2022-2023,I-1363,19680712-0028
1160,2.0,2022-2023,I-1364,19560612-0010
1078,3.0,2022-2023,I-1365,19690917-0022
1238,4.0,2022-2023,I-1366,19610620-0006
1203,1.0,2022-2023,I-1367,19600529-0021
1073,1.0,2022-2023,I-1368,19560612-0010
1059,4.0,2022-2023,I-1369,19560612-0010
1054,1.0,2022-2023,I-1370,19601021-0018
1012,3.0,2022-2023,I-1371,19610623-0005
1041,3.0,2023-2024,I-1372,19570615-0011
1022,1.0,2023-2024,I-1373,19580515-0017
1247,1.0,2023-2024,I-1374,19610918-0027
1202,2.0,2023-2024,I-1375,19630126-0001
1299,2.0,2023-2024,I-1376,19690408-0009
1277,4.0,2023-2024,I-1377,19620831-0024
1236,1.0,2023-2024,I-1378,19620831-0024
1209,2.0,2023-2024,I-1379,19601021-0018
1138,1.0,2023-2024,I-1380,19610620-0006
1025,1.0,2023-2024,I-1381,19610620-0006
1236,2.0,2013-2014,I-1382,19600905-0003
1288,2.0,2013-2014,I-1383,19570826-0012
1280,2.0,2013-2014,I-1384,19680712-0028
1087,3.0,2013-2014,I-1385,19610918-0027
1249,2.0,2013-2014,I-1386,19690408-0009
1238,2.0,2013-2014,I-1387,19630126-0001
1081,2.0,2013-2014,I-1388,19561222-0030
1057,4.0,2013-2014,I-1389,19620424-0026
1006,4.0,2013-2014,I-1390,19580515-0017
1287,4.0,2014-2015,I-1391,19650303-0019
1125,2.0,2014-2015,I-1392,19611219-0014
1257,3.0,2014-2015,I-1393,19640414-0013
1230,1.0,2014-2015,I-1394,19690408-0009
1086,2.0,2014-2015,I-1395,19610918-0027
1049,3.0,2014-2015,I-1396,19600905-0003
1196,4.0,2014-2015,I-1397,19600529-0021
1136,1.0,2014-2015,I-1398,19620831-0024
1092,4.0,2014-2015,I-1399,19630126-0001
1027,3.0,2014-2015,I-1400,19610620-0006
1187,2.0,2015-2016,I-1401,19611219-0014
1061,3.0,2015-2016,I-1402,19610623-0005
1283,4.0,2015-2016,I-1403,19560812-0016
1158,3.0,2015-2016,I-1404,19570615-0011
1118,4.0,2015-2016,I-1405,19570826-0012
1021,3.0,2015-2016,I-1406,19601021-0018
1285,1.0,2015-2016,I-1407,19561222-0030
1145,1.0,2015-2016,I-1408,19580218-0007
1091,3.0,2015-2016,I-1409,19600814-0002
1060,2.0,2015-2016,I-1410,19610918-0027
1049,4.0,2015-2016,I-1411,19600814-0002
1143,1.0,2016-2017,I-1412,19580218-0007
1050,4.0,2016-2017,I-1413,19690917-0022
1290,2.0,2016-2017,I-1414,19570826-0012
1055,4.0,2016-2017,I-1415,19580515-0017
1036,3.0,2016-2017,I-1416,19620522-0023
1237,3.0,2016-2017,I-1417,19620424-0026
1160,2.0,2016-2017,I-1418,19600529-0021
1150,2.0,2016-2017,I-1419,19580515-0017
1147,3.0,2016-2017,I-1420,19600905-0003
1112,4.0,2016-2017,I-1421,19680712-0028
1006,1.0,2016-2017,I-1422,19561222-0030
1227,3.0,2017-2018,I-1423,19690513-0015
1224,3.0,2017-2018,I-1424,19600905-0003
1136,1.0,2017-2018,I-1425,19640414-0013
1131,1.0,2017-2018,I-1426,19601021-0018
1297,1.0,2017-2018,I-1427,19620424-0026
1282,3.0,2017-2018,I-1428,19580515-0017
1090,2.0,2017-2018,I-1429,19580515-0017
1035,3.0,2017-2018,I-1430,19660630-0020
1016,1.0,2017-2018,I-1431,19611219-0014
1226,2.0,2018-2019,I-1432,19690408-0009
1024,1.0,2018-2019,I-1433,19600529-0021
1225,1.0,2018-2019,I-1434,19560812-0016
1145,2.0,2018-2019,I-1435,19570826-0012
1268,2.0,2018-2019,I-1436,19600529-0021
1098,3.0,2018-2019,I-1437,19580515-0017
1034,1.0,2018-2019,I-1438,19630126-0001
1005,4.0,2018-2019,I-1439,19650303-0019
1069,3.0,2019-2020,I-1440,19590129-0004
1038,2.0,2019-2020,I-1441,19620424-0026
1264,1.0,2019-2020,I-1442,19570828-0008
1048,3.0,2019-2020,I-1443,19600529-0021
1044,2.0,2019-2020,I-1444,19610918-0027
1009,1.0,2019-2020,I-1445,19620424-0026
1274,2.0,2019-2020,I-1446,19650303-0019
1250,1.0,2019-2020,I-1447,19690513-0015
1101,1.0,2019-2020,I-1448,19561222-0030
1094,1.0,2019-2020,I-1449,19580515-0017
1064,4.0,2019-2020,I-1450,19570826-0012
1033,4.0,2019-2020,I-1451,19680712-0028
1261,1.0,2020-2021,I-1452,19620522-0023
1236,3.0,2020-2021,I-1453,19610918-0027
1295,2.0,2020-2021,I-1454,19580218-0007
1269,4.0,2020-2021,I-1455,19601021-0018
1015,4.0,2020-2021,I-1456,19610918-0027
1226,1.0,2020-2021,I-1457,19600905-0003
1124,1.0,2020-2021,I-1458,19660630-0020
1116,3.0,2020-2021,I-1459,19611219-0014
1099,1.0,2020-2021,I-1460,19600814-0002
1043,2.0,2020-2021,I-1461,19610620-0006
1035,1.0,2020-2021,I-1462,19580515-0017
1069,4.0,2021-2022,I-1463,19610623-0005
1269,1.0,2021-2022,I-1464,19680712-0028
1222,1.0,2021-2022,I-1465,19590129-0004
1274,4.0,2021-2022,I-1466,19640414-0013
1235,1.0,2021-2022,I-1467,19620831-0024
1203,3.0,2021-2022,I-1468,19620831-0024
1078,1.0,2021-2022,I-1469,19590129-0004
1032,4.0,2021-2022,I-1470,19590129-0004
1258,2.0,2022-2023,I-1471,19610623-0005
1154,4.0,2022-2023,I-1472,19690408-0009
1297,4.0,2022-2023,I-1473,19680712-0028
1275,3.0,2022-2023,I-1474,19620522-0023
1241,3.0,2022-2023,I-1475,19570615-0011
1175,1.0,2022-2023,I-1476,19640414-0013
1151,2.0,2022-2023,I-1477,19600905-0003
1113,4.0,2022-2023,I-1478,19590129-0004
1223,2.0,2023-2024,I-1479,19620522-0023
1139,3.0,2023-2024,I-1480,19660630-0020
1192,2.0,2023-2024,I-1481,19561222-0030
1093,4.0,2023-2024,I-1482,19610918-0027
1269,3.0,2023-2024,I-1483,19600905-0003
1262,1.0,2023-2024,I-1484,19580515-0017
1226,3.0,2023-2024,I-1485,19600529-0021
1020,1.0,2023-2024,I-1486,19560812-0016
1177,3.0,2013-2014,I-1487,19600529-0021
1171,4.0,2013-2014,I-1488,19560812-0016
1100,2.0,2013-2014,I-1489,19690917-0022
1270,1.0,2013-2014,I-1490,19611219-0014
1158,3.0,2013-2014,I-1491,19561222-0030
1133,2.0,2013-2014,I-1492,19630126-0001
1070,2.0,2013-2014,I-1493,19570826-0012
1127,2.0,2014-2015,I-1494,19630126-0001
1122,3.0,2014-2015,I-1495,19620424-0026
1271,2.0,2014-2015,I-1496,19580515-0017
1263,3.0,2014-2015,I-1497,19570828-0008
1155,2.0,2014-2015,I-1498,19570826-0012
1040,1.0,2014-2015,I-1499,19560705-0025
1282,2.0,2014-2015,I-1500,19650303-0019
1199,2.0,2014-2015,I-1501,19611219-0014
1139,1.0,2014-2015,I-1502,19630126-0001
1104,2.0,2014-2015,I-1503,19640414-0013
1056,2.0,2014-2015,I-1504,19570615-0011
1278,1.0,2015-2016,I-1505,19570828-0008
1047,3.0,2015-2016,I-1506,19640414-0013
1292,3.0,2015-2016,I-1507,19590129-0004
1229,2.0,2015-2016,I-1508,19610623-0005
1165,3.0,2015-2016,I-1509,19620424-0026
1261,4.0,2015-2016,I-1510,19570828-0008
1230,4.0,2015-2016,I-1511,19570615-0011
1174,3.0,2015-2016,I-1512,19610918-0027
1146,2.0,2015-2016,I-1513,19690408-0009
1275,2.0,2016-2017,I-1514,19580515-0017
1065,1.0,2016-2017,I-1515,19560612-0010
1234,4.0,2016-2017,I-1516,19600529-0021
1079,4.0,2016-2017,I-1517,19690513-0015
1250,2.0,2016-2017,I-1518,19560812-0016
1105,1.0,2016-2017,I-1519,19570615-0011
1076,3.0,2016-2017,I-1520,19600905-0003
1036,3.0,2016-2017,I-1521,19610623-0005
1043,4.0,2017-2018,I-1522,19690408-0009
1006,1.0,2017-2018,I-1523,19680712-0028
1231,4.0,2017-2018,I-1524,19600529-0021
1106,1.0,2017-2018,I-1525,19580218-0007
1098,1.0,2017-2018,I-1526,19610623-0005
1090,3.0,2017-2018,I-1527,19610623-0005
1280,2.0,2017-2018,I-1528,19580515-0017
1178,4.0,2017-2018,I-1529,19610620-0006
1147,1.0,2017-2018,I-1530,19580515-0017
1116,4.0,2017-2018,I-1531,19680712-0028
1181,1.0,2018-2019,I-1532,19560612-0010
1213,3.0,2018-2019,I-1533,19620424-0026
1187,3.0,2018-2019,I-1534,19610918-0027
1078,3.0,2018-2019,I-1535,19580218-0007
1016,2.0,2018-2019,I-1536,19580515-0017
1279,3.0,2018-2019,I-1537,19560705-0025
1188,4.0,2018-2019,I-1538,19560705-0025
1165,2.0,2018-2019,I-1539,19610918-0027
1136,3.0,2018-2019,I-1540,19560705-0025
1133,3.0,2018-2019,I-1541,19611219-0014
1159,4.0,2019-2020,I-1542,19630126-0001
1298,3.0,2019-2020,I-1543,19630126-0001
1204,4.0,2019-2020,I-1544,19690408-0009
1020,1.0,2019-2020,I-1545,19601021-0018
1297,4.0,2019-2020,I-1546,19611219-0014
1255,2.0,2019-2020,I-1547,19570615-0011
1246,4.0,2019-2020,I-1548,19620522-0023
1236,2.0,2019-2020,I-1549,19570828-0008
1094,2.0,2019-2020,I-1550,19570615-0011
1264,2.0,2020-2021,I-1551,19570615-0011
1061,1.0,2020-2021,I-1552,19570828-0008
1173,4.0,2020-2021,I-1553,19620424-0026
1163,1.0,2020-2021,I-1554,19620831-0024
1258,4.0,2020-2021,I-1555,19601021-0018
1181,2.0,2020-2021,I-1556,19690513-0015
1081,2.0,2020-2021,I-1557,19570615-0011
1070,3.0,2020-2021,I-1558,19620424-0026
1050,3.0,2020-2021,I-1559,19620424-0026
1006,4.0,2020-2021,I-1560,19640414-0013
1277,4.0,2021-2022,I-1561,19630126-0001
1265,1.0,2021-2022,I-1562,19600905-0003
1189,3.0,2021-2022,I-1563,19570826-0012
1141,4.0,2021-2022,I-1564,19620831-0024
1299,4.0,2021-2022,I-1565,19560705-0025
1248,4.0,2021-2022,I-1566,19620831-0024
1185,2.0,2021-2022,I-1567,19640414-0013
1114,3.0,2021-2022,I-1568,19611219-0014
1106,3.0,2021-2022,I-1569,19560705-0025
1032,1.0,2021-2022,I-1570,19620424-0026
1199,2.0,2022-2023,I-1571,19620424-0026
1140,3.0,2022-2023,I-1572,19630126-0001
1223,4.0,2022-2023,I-1573,19560705-0025
1206,1.0,2022-2023,I-1574,19680712-0028
1191,2.0,2022-2023,I-1575,19580515-0017
1283,1.0,2022-2023,I-1576,19690513-0015
1145,3.0,2022-2023,I-1577,19580515-0017
1040,1.0,2022-2023,I-1578,19561222-0030
1041,4.0,2022-2023,I-1579,19580515-0017
1259,3.0,2023-2024,I-1580,19680712-0028
1216,1.0,2023-2024,I-1581,19570615-0011
1167,4.0,2023-2024,I-1582,19580218-0007
1203,4.0,2023-2024,I-1583,19570826-0012
1175,4.0,2023-2024,I-1584,19611219-0014
1121,1.0,2023-2024,I-1585,19610918-0027
1077,2.0,2023-2024,I-1586,19620831-0024
1054,4.0,2013-2014,I-1587,19600814-0002
1032,2.0,2013-2014,I-1588,19600905-0003
1299,3.0,2013-2014,I-1589,19580218-0007
1294,2.0,2013-2014,I-1590,19570826-0012
1157,4.0,2013-2014,I-1591,19620522-0023
1285,3.0,2013-2014,I-1592,19610620-0006
1229,3.0,2013-2014,I-1593,19660630-0020
1205,4.0,2013-2014,I-1594,19560705-0025
1175,3.0,2013-2014,I-1595,19650303-0019
1145,2.0,2013-2014,I-1596,19680712-0028
1095,4.0,2014-2015,I-1597,19561222-0030
1254,2.0,2014-2015,I-1598,19611219-0014
1242,1.0,2014-2015,I-1599,19610918-0027
1205,1.0,2014-2015,I-1600,19600529-0021
1074,3.0,2014-2015,I-1601,19570826-0012
1247,2.0,2014-2015,I-1602,19660630-0020
1173,4.0,2014-2015,I-1603,19610918-0027
1164,4.0,2014-2015,I-1604,19620522-0023
1142,3.0,2014-2015,I-1605,19640414-0013
1015,4.0,2014-2015,I-1606,19640220-0029
1295,4.0,2015-2016,I-1607,19640220-0029
1243,4.0,2015-2016,I-1608,19610623-0005
1061,3.0,2015-2016,I-1609,19560705-0025
1015,3.0,2015-2016,I-1610,19570826-0012
1296,3.0,2015-2016,I-1611,19560705-0025
1284,2.0,2015-2016,I-1612,19561222-0030
1113,1.0,2015-2016,I-1613,19580515-0017
1084,3.0,2015-2016,I-1614,19611219-0014
1292,1.0,2016-2017,I-1615,19600814-0002
1108,1.0,2016-2017,I-1616,19580218-0007
1280,1.0,2016-2017,I-1617,19690408-0009
1146,2.0,2016-2017,I-1618,19680712-0028
1104,1.0,2016-2017,I-1619,19560705-0025
1191,4.0,2016-2017,I-1620,19611219-0014
1190,1.0,2016-2017,I-1621,19560705-0025
1153,4.0,2016-2017,I-1622,19601021-0018
1144,3.0,2016-2017,I-1623,19610918-0027
1064,2.0,2016-2017,I-1624,19590129-0004
1199,4.0,2017-2018,I-1625,19620522-0023
1277,2.0,2017-2018,I-1626,19620522-0023
1152,3.0,2017-2018,I-1627,19570615-0011
1290,3.0,2017-2018,I-1628,19620522-0023
1209,3.0,2017-2018,I-1629,19590129-0004
1108,4.0,2017-2018,I-1630,19560612-0010
1059,4.0,2017-2018,I-1631,19610918-0027
1276,2.0,2018-2019,I-1632,19560812-0016
1205,1.0,2018-2019,I-1633,19590129-0004
1238,2.0,2018-2019,I-1634,19600814-0002
1159,1.0,2018-2019,I-1635,19610620-0006
1097,3.0,2018-2019,I-1636,19610918-0027
1269,2.0,2018-2019,I-1637,19570615-0011
1244,4.0,2018-2019,I-1638,19640414-0013
1221,3.0,2018-2019,I-1639,19610623-0005
1149,2.0,2018-2019,I-1640,19570828-0008
1031,4.0,2018-2019,I-1641,19610620-0006
1150,1.0,2019-2020,I-1642,19640414-0013
1054,3.0,2019-2020,I-1643,19650303-0019
1043,1.0,2019-2020,I-1644,19620831-0024
1024,4.0,2019-2020,I-1645,19660630-0020
1269,2.0,2019-2020,I-1646,19690917-0022
1217,1.0,2019-2020,I-1647,19610620-0006
1197,3.0,2019-2020,I-1648,19690513-0015
1126,2.0,2019-2020,I-1649,19690408-0009
1086,2.0,2019-2020,I-1650,19570615-0011
1116,2.0,2020-2021,I-1651,19570615-0011
1255,2.0,2020-2021,I-1652,19680712-0028
1239,4.0,2020-2021,I-1653,19590129-0004
1080,2.0,2020-2021,I-1654,19620831-0024
1051,1.0,2020-2021,I-1655,19570826-0012
1238,2.0,2020-2021,I-1656,19580218-0007
1188,4.0,2020-2021,I-1657,19600529-0021
1179,1.0,2020-2021,I-1658,19690513-0015
1079,4.0,2020-2021,I-1659,19610918-0027
1156,3.0,2021-2022,I-1660,19620424-0026
1103,4.0,2021-2022,I-1661,19570826-0012
1257,1.0,2021-2022,I-1662,19620424-0026
1203,2.0,2021-2022,I-1663,19580218-0007
1044,4.0,2021-2022,I-1664,19690917-0022
1285,3.0,2021-2022,I-1665,19660630-0020
1276,4.0,2021-2022,I-1666,19561222-0030
1187,4.0,2021-2022,I-1667,19640220-0029
1163,3.0,2021-2022,I-1668,19690408-0009
1156,4.0,2022-2023,I-1669,19610620-0006
1136,3.0,2022-2023,I-1670,19660630-0020
1244,3.0,2022-2023,I-1671,19690917-0022
1172,3.0,2022-2023,I-1672,19690408-0009
1165,2.0,2022-2023,I-1673,19561222-0030
1067,1.0,2022-2023,I-1674,19620424-0026
1249,3.0,2022-2023,I-1675,19640414-0013
1190,2.0,2022-2023,I-1676,19680712-0028
1075,1.0,2022-2023,I-1677,19601021-0018
1063,4.0,2022-2023,I-1678,19650303-0019
1050,4.0,2022-2023,I-1679,19680712-0028
1007,4.0,2022-2023,I-1680,19680712-0028
1193,4.0,2023-2024,I-1681,19630126-0001
1170,3.0,2023-2024,I-1682,19640220-0029
1232,4.0,2023-2024,I-1683,19600529-0021
1145,1.0,2023-2024,I-1684,19610918-0027
1074,3.0,2023-2024,I-1685,19680712-0028
1016,2.0,2023-2024,I-1686,19620831-0024
1244,1.0,2023-2024,I-1687,19650303-0019
1105,4.0,2023-2024,I-1688,19560812-0016
1094,4.0,2023-2024,I-1689,19690917-0022
1087,4.0,2023-2024,I-1690,19680712-0028
1004,2.0,2023-2024,I-1691,19690408-0009
1117,3.0,2013-2014,I-1692,19660630-0020
1163,3.0,2013-2014,I-1693,19610623-0005
1128,1.0,2013-2014,I-1694,19560612-0010
1251,2.0,2013-2014,I-1695,19690513-0015
1242,4.0,2013-2014,I-1696,19561222-0030
1182,2.0,2013-2014,I-1697,19610623-0005
1029,4.0,2013-2014,I-1698,19610918-0027
